file_id,enabled,noise_score,dominant_label,top_label,top_label_score,top_labels_json,tagger_available,tagger_backend,tagger_error,tagger_top_k,tagger_rank_limit,tagger_ranking_size,tagger_ranking_json,timeline_event_count,timeline_csv,timeline_jsonl,timeline_mode,timeline_inference_mode,timeline_events_path,timeline_status,timeline_error,timeline_total_duration,timeline_total_weight,timeline_label_durations_json,timeline_label_mean_scores_json,timeline_artifacts_root,timeline_artifacts_stale
sample1.mp3,True,0.03126820921897888,Speech,Speech,0.8377364873886108,"[{""label"": ""Speech"", ""score"": 0.8377364873886108}, {""label"": ""Sigh"", ""score"": 0.7906376123428345}, {""label"": ""Inside, small room"", ""score"": 0.23047730326652527}]",True,onnx,,3,,0,[],2,outputs_sample1_gate\events_timeline.csv,,auto,waveform,.cache\2f2b98111a9ef590cff2f5dc4db6f15d\sed.timeline_events.json,generated,,25.48,21.05032819271088,"{""Speech"": 25.48}","{""Speech"": 0.8261510279713845}",outputs_sample1_gate,False
