avg_arousal,avg_dominance,avg_valence,avg_wpm,dominant_speech_emotion,dominant_text_emotion,f0_mean_hz,f0_std_hz,interruptions_made,interruptions_received,loudness_dr_db,loudness_rms_med,overlap_data_available,overlap_ratio,pause_count,pause_ratio,pause_total_sec,speaker_id,speaker_name,text_emotions_full_json,text_emotions_top5_json,total_duration,voice_quality_hint,vq_cpps_db_med,vq_hnr_db_med,vq_jitter_pct_med,vq_shimmer_db_med,word_count
0.007,0.007,-0.026,8960.0,disgust,neutral,303.88,0.0,0,0,0.0,-22.95,False,,1,1.013,0.76,Speaker_2,Speaker_2,"{""admiration"": 0.00023118734523489858, ""amusement"": 0.00031164830622059335, ""anger"": 0.00010598830965980453, ""annoyance"": 0.00028022961452071985, ""approval"": 0.0009233984393040755, ""caring"": 3.986078543935773e-05, ""confusion"": 0.0002986398832152655, ""curiosity"": 0.00032884523619341934, ""desire"": 5.6131184032765076e-05, ""disappointment"": 0.00012271547469362175, ""disapproval"": 0.00011523326532408363, ""disgust"": 0.0001187326372250853, ""embarrassment"": 4.102562262642283e-05, ""excitement"": 0.0002490035610793991, ""fear"": 6.770803323830154e-05, ""gratitude"": 2.426393862984165e-05, ""grief"": 1.9606969119779863e-05, ""joy"": 0.00017625972831253583, ""love"": 0.00017871163877760445, ""nervousness"": 1.9636478585602686e-05, ""optimism"": 9.860070229350338e-05, ""pride"": 1.745232518634099e-05, ""realization"": 0.000311107265999035, ""relief"": 1.739604383381532e-05, ""remorse"": 1.7486611318455545e-05, ""sadness"": 9.45568850226958e-05, ""surprise"": 8.252913743671028e-05, ""neutral"": 0.9956520445774762}","[{""label"": ""neutral"", ""score"": 0.9956520445774762}, {""label"": ""approval"", ""score"": 0.0009233984393040755}, {""label"": ""curiosity"", ""score"": 0.00032884523619341934}, {""label"": ""amusement"", ""score"": 0.00031164830622059335}, {""label"": ""realization"", ""score"": 0.000311107265999035}]",0.75,low_quality_low_snr_0.0dB_snr_0.0dB,75.698,77.698,0.0,0.0,112
