avg_arousal,avg_dominance,avg_valence,avg_wpm,dominant_speech_emotion,dominant_text_emotion,f0_mean_hz,f0_std_hz,interruptions_made,interruptions_received,loudness_dr_db,loudness_rms_med,overlap_ratio,pause_count,pause_ratio,pause_total_sec,speaker_id,speaker_name,text_emotions_full_json,text_emotions_top5_json,total_duration,voice_quality_hint,vq_cpps_db_med,vq_hnr_db_med,vq_jitter_pct_med,vq_shimmer_db_med,word_count
-0.004,-0.008,-0.018,80.0,disgust,neutral,nan,nan,0,0,0.0,-34.614,,1,1.013,0.76,Speaker_425,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-0.318,5.395,2.444,1
-0.009,-0.013,-0.014,80.0,disgust,neutral,nan,nan,0,0,0.0,-34.77,,1,1.013,0.76,Speaker_354,Speaker_14,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,1.588,3.588,7.359,1.834,1
-0.005,-0.013,-0.014,111.1,disgust,neutral,nan,nan,0,0,0.0,-35.327,,1,1.019,0.55,Speaker_633,Speaker_22,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.54,,0.0,0.0,0.0,0.0,1
-0.007,-0.012,-0.013,63.8,disgust,neutral,nan,nan,0,0,0.0,nan,,0,0.0,0.0,Speaker_439,Speaker_7,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.94,,0.81,2.81,6.332,1.618,1
-0.004,0.003,-0.021,22.6,disgust,neutral,nan,nan,0,0,0.0,-35.855,,1,1.004,2.67,Speaker_313,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",2.66,,2.563,4.563,6.202,1.959,1
-0.008,-0.011,-0.02,55.0,disgust,neutral,nan,nan,0,0,0.0,-35.588,,1,1.009,1.1,Speaker_575,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.09,,2.106,4.106,5.126,1.658,1
-0.007,-0.003,-0.017,40.0,disgust,neutral,nan,nan,0,0,0.0,-35.291,,1,1.007,1.51,Speaker_632,Speaker_17,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,0.72,2.72,4.09,1.949,1
0.004,-0.006,-0.019,80.0,disgust,neutral,nan,nan,0,0,0.0,-31.003,,1,1.013,0.76,Speaker_825,Speaker_21,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-0.193,0.0,0.0,1
0.011,-0.004,-0.02,80.0,disgust,neutral,nan,nan,0,0,0.0,-27.122,,1,1.013,0.76,Speaker_343,Speaker_12,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-1.133,10.939,0.0,1
0.014,0.017,-0.019,8.3,disgust,neutral,nan,nan,0,0,0.0,-32.046,,1,0.86,6.25,Speaker_371,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",7.27,,0.0,-0.012,6.923,2.432,1
0.009,-0.012,-0.023,160.0,disgust,neutral,nan,nan,0,0,0.0,-33.662,,1,1.013,0.38,Speaker_611,Speaker_1,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.375,,0.0,0.0,0.0,0.0,1
0.005,-0.007,-0.014,53.3,disgust,neutral,359.35,23.65,0,0,0.0,-35.088,,1,1.004,1.13,Speaker_378,Speaker_24,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.125,,3.72,5.72,4.102,1.475,1
0.003,-0.008,-0.02,115.4,disgust,neutral,nan,nan,0,0,0.0,-35.499,,1,1.019,0.53,Speaker_340,Speaker_16,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.52,,0.0,0.0,0.0,0.0,1
-0.008,-0.023,-0.033,16.0,happy,neutral,276.26,15.57,0,0,0.0,-34.926,,4,0.965,3.62,Speaker_272,Speaker_30,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",3.75,,0.5,2.5,6.042,1.669,1
-0.008,0.0,-0.014,40.0,happy,neutral,nan,nan,0,0,0.0,-35.391,,1,0.987,1.48,Speaker_722,Speaker_18,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,1.839,3.839,6.019,1.883,1
0.002,-0.04,-0.015,106.7,disgust,neutral,277.06,29.9,0,0,0.0,-35.145,,0,0.0,0.0,Speaker_835,Speaker_31,"{""admiration"": 0.0002379221097783386, ""amusement"": 0.00020607789391565025, ""anger"": 0.00012182379476966347, ""annoyance"": 0.0005986272765129463, ""approval"": 0.01199022692096597, ""caring"": 0.000774399790392807, ""confusion"": 0.0004368239600178728, ""curiosity"": 0.0006296777436615784, ""desire"": 0.0006456473635929115, ""disappointment"": 0.0001485966394163866, ""disapproval"": 0.0003789167127811896, ""disgust"": 6.448255151324605e-05, ""embarrassment"": 2.0618867400076985e-05, ""excitement"": 0.00042142989739850313, ""fear"": 7.887927686240495e-05, ""gratitude"": 0.00021692638963623646, ""grief"": 2.2770653501564417e-05, ""joy"": 0.00022186066726816026, ""love"": 0.00012604331147801788, ""nervousness"": 3.6687205698615126e-05, ""optimism"": 0.008048890542376806, ""pride"": 4.161266487051036e-05, ""realization"": 0.0011382432811597586, ""relief"": 7.972730421657103e-05, ""remorse"": 3.009174156386401e-05, ""sadness"": 7.18167672211781e-05, ""surprise"": 9.097270339801385e-05, ""neutral"": 0.9731202059686311}","[{""label"": ""neutral"", ""score"": 0.9731202059686311}, {""label"": ""approval"", ""score"": 0.01199022692096597}, {""label"": ""optimism"", ""score"": 0.008048890542376806}, {""label"": ""realization"", ""score"": 0.0011382432811597586}, {""label"": ""caring"", ""score"": 0.000774399790392807}]",2.25,,7.575,9.575,2.413,0.995,4
-0.007,-0.006,-0.0,352.9,disgust,neutral,nan,nan,0,0,0.0,-37.014,,0,0.0,0.0,Speaker_243,Speaker_28,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.17,,0.0,0.0,0.0,0.0,1
-0.004,-0.028,-0.023,240.0,happy,neutral,245.41,31.19,0,0,0.0,-33.12,,4,0.12,1.35,Speaker_609,Speaker_31,"{""admiration"": 0.0002891047348936059, ""amusement"": 0.0003018350705440213, ""anger"": 0.0003107149985087262, ""annoyance"": 0.007999070030515813, ""approval"": 0.008875873917516418, ""caring"": 0.0005072702214545281, ""confusion"": 0.0006826470525276133, ""curiosity"": 0.00024803498074535397, ""desire"": 0.0004794184958462027, ""disappointment"": 0.04220305777781902, ""disapproval"": 0.005562676145884336, ""disgust"": 0.0006646627478565486, ""embarrassment"": 0.0007537500972189633, ""excitement"": 0.00012754250268026603, ""fear"": 0.000560578310996754, ""gratitude"": 0.00014249319867165554, ""grief"": 0.00038956233969442665, ""joy"": 0.00031630206087069295, ""love"": 0.00013333186576879437, ""nervousness"": 0.0005655426095913542, ""optimism"": 0.0018475238563152535, ""pride"": 0.0001233894588119702, ""realization"": 0.017883516941513262, ""relief"": 0.0006048886602679709, ""remorse"": 0.0004167541068398674, ""sadness"": 0.012356704165519577, ""surprise"": 0.00028642462134050495, ""neutral"": 0.8953673290297866}","[{""label"": ""neutral"", ""score"": 0.8953673290297866}, {""label"": ""disappointment"", ""score"": 0.04220305777781902}, {""label"": ""realization"", ""score"": 0.017883516941513262}, {""label"": ""sadness"", ""score"": 0.012356704165519577}, {""label"": ""approval"", ""score"": 0.008875873917516418}]",11.25,,8.787,10.787,2.783,0.955,45
