avg_arousal,avg_dominance,avg_valence,avg_wpm,dominant_speech_emotion,dominant_text_emotion,f0_mean_hz,f0_std_hz,interruptions_made,interruptions_received,loudness_dr_db,loudness_rms_med,overlap_ratio,pause_count,pause_ratio,pause_total_sec,speaker_id,speaker_name,text_emotions_full_json,text_emotions_top5_json,total_duration,voice_quality_hint,vq_cpps_db_med,vq_hnr_db_med,vq_jitter_pct_med,vq_shimmer_db_med,word_count
0.006,-0.018,-0.028,293.3,happy,optimism,267.62,5.36,0,0,0.0,-29.712,,4,0.667,1.5,Speaker_772,Speaker_13,"{""admiration"": 0.011555903628379088, ""amusement"": 0.0011918500569794393, ""anger"": 0.0007772631968222438, ""annoyance"": 0.0026227054270510836, ""approval"": 0.0352535844982928, ""caring"": 0.022745246140791268, ""confusion"": 0.001083586368469297, ""curiosity"": 0.0067544128031691835, ""desire"": 0.3881494713391444, ""disappointment"": 0.001107728345156763, ""disapproval"": 0.00161048281524442, ""disgust"": 0.00048787411808473086, ""embarrassment"": 0.00010642824088457042, ""excitement"": 0.0047306185740376054, ""fear"": 0.00041076846669282284, ""gratitude"": 0.0029600965885646486, ""grief"": 0.0001855477754871544, ""joy"": 0.002156932379536477, ""love"": 0.004381435006046335, ""nervousness"": 0.0002809432344232985, ""optimism"": 0.46987489016962863, ""pride"": 0.0004630685740607173, ""realization"": 0.001551655126137714, ""relief"": 0.00043762390991781844, ""remorse"": 0.00047760876049217094, ""sadness"": 0.000524508361063146, ""surprise"": 0.00044552941251403536, ""neutral"": 0.037672236682928115}","[{""label"": ""optimism"", ""score"": 0.46987489016962863}, {""label"": ""desire"", ""score"": 0.3881494713391444}, {""label"": ""neutral"", ""score"": 0.037672236682928115}, {""label"": ""approval"", ""score"": 0.0352535844982928}, {""label"": ""caring"", ""score"": 0.022745246140791268}]",2.25,,0.218,2.218,2.661,1.362,11
-0.003,-0.019,-0.034,920.0,happy,optimism,313.69,5.9,0,0,0.0,-29.659,,2,0.767,1.15,Speaker_944,Speaker_10,"{""admiration"": 0.0010616403136892113, ""amusement"": 0.0016253167737435934, ""anger"": 0.0018218123296819585, ""annoyance"": 0.0067516857614632435, ""approval"": 0.02251725980555228, ""caring"": 0.0026652714744587577, ""confusion"": 0.0341834085208153, ""curiosity"": 0.014151894262145326, ""desire"": 0.09102673683689136, ""disappointment"": 0.003854232080389485, ""disapproval"": 0.0030795346920929885, ""disgust"": 0.0009583837665781635, ""embarrassment"": 0.0004211940910203508, ""excitement"": 0.004429823182781888, ""fear"": 0.0020953965971076995, ""gratitude"": 0.0005971476107765996, ""grief"": 0.00027610364046912027, ""joy"": 0.002398279690187803, ""love"": 0.0012045946013265858, ""nervousness"": 0.001336832509514428, ""optimism"": 0.7110417968087172, ""pride"": 0.0003710715332133658, ""realization"": 0.021728742521791074, ""relief"": 0.00045842024699214746, ""remorse"": 0.0005529029206827429, ""sadness"": 0.0008689888498240354, ""surprise"": 0.0038670154138451492, ""neutral"": 0.06465451316424824}","[{""label"": ""optimism"", ""score"": 0.7110417968087172}, {""label"": ""desire"", ""score"": 0.09102673683689136}, {""label"": ""neutral"", ""score"": 0.06465451316424824}, {""label"": ""confusion"", ""score"": 0.0341834085208153}, {""label"": ""approval"", ""score"": 0.02251725980555228}]",1.5,,0.644,2.644,2.156,1.391,23
0.006,-0.006,-0.028,80.0,sad,neutral,nan,nan,0,0,0.0,-29.082,,2,0.587,0.44,Speaker_520,Speaker_6,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,0.0,-0.551,0.791,0.0,1
0.001,0.002,-0.036,10.8,disgust,neutral,nan,nan,0,0,0.0,-29.681,,8,0.927,5.13,Speaker_759,Speaker_18,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",5.535,,0.0,-0.797,5.977,1.569,1
-0.005,0.014,-0.032,131.8,disgust,neutral,122.0,10.83,0,0,0.0,-34.392,,15,0.724,18.46,Speaker_771,Speaker_22,"{""admiration"": 0.0006026411240549841, ""amusement"": 0.0007552801309749663, ""anger"": 0.0003960412254299884, ""annoyance"": 0.002416870714615154, ""approval"": 0.08195967762490958, ""caring"": 0.003072526273746886, ""confusion"": 0.0013163992830668573, ""curiosity"": 0.0013542821118319715, ""desire"": 0.003716877904390975, ""disappointment"": 0.000666108142315255, ""disapproval"": 0.0011129196063089067, ""disgust"": 0.0002488798216941743, ""embarrassment"": 0.00010252918524421669, ""excitement"": 0.001210113484281309, ""fear"": 0.0003697023735618023, ""gratitude"": 0.000986649602827433, ""grief"": 0.00010749035547511762, ""joy"": 0.0007479162793118777, ""love"": 0.0002560597080329312, ""nervousness"": 0.00019416714889553498, ""optimism"": 0.06244159152611774, ""pride"": 0.00020913341633554624, ""realization"": 0.012119161756575311, ""relief"": 0.0005000876589386231, ""remorse"": 0.00014224847310704568, ""sadness"": 0.0003093477773415045, ""surprise"": 0.00043183754224573043, ""neutral"": 0.8222534597483686}","[{""label"": ""neutral"", ""score"": 0.8222534597483686}, {""label"": ""approval"", ""score"": 0.08195967762490958}, {""label"": ""optimism"", ""score"": 0.06244159152611774}, {""label"": ""realization"", ""score"": 0.012119161756575311}, {""label"": ""desire"", ""score"": 0.003716877904390975}]",25.495,,0.0,0.035,6.88,1.658,56
0.002,-0.008,-0.017,61.9,disgust,neutral,nan,nan,0,0,0.0,nan,,0,0.0,0.0,Speaker_455,Speaker_22,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.97,,0.0,-0.406,10.911,1.893,1
-0.005,-0.015,-0.015,103.4,disgust,neutral,nan,nan,0,0,0.0,-32.658,,1,1.017,0.59,Speaker_701,Speaker_20,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.58,,0.0,0.0,0.0,0.0,1
0.004,0.013,-0.028,20.6,disgust,gratitude,nan,nan,0,0,0.0,-34.538,,2,0.881,20.54,Speaker_817,Speaker_28,"{""admiration"": 5.9092998120040736e-05, ""amusement"": 2.8292194935853527e-05, ""anger"": 1.2557696838966423e-05, ""annoyance"": 4.444310153469571e-05, ""approval"": 9.502620894028851e-05, ""caring"": 1.699844104568869e-05, ""confusion"": 2.264716153649055e-05, ""curiosity"": 1.517908697528196e-05, ""desire"": 9.025643320465413e-06, ""disappointment"": 1.4638207759698137e-05, ""disapproval"": 2.623931810152511e-05, ""disgust"": 1.072397275259168e-05, ""embarrassment"": 5.331796609837474e-06, ""excitement"": 2.0403538201596365e-05, ""fear"": 5.0744846482786184e-06, ""gratitude"": 0.9993484393738329, ""grief"": 3.8331812958367606e-06, ""joy"": 3.2133269281283854e-05, ""love"": 1.5425902913468736e-05, ""nervousness"": 1.9058830533460133e-06, ""optimism"": 4.6314816123412215e-05, ""pride"": 4.4091419950235024e-06, ""realization"": 4.546771641502347e-05, ""relief"": 1.7042429665455074e-05, ""remorse"": 1.4292106834603258e-05, ""sadness"": 1.9271368299221445e-05, ""surprise"": 1.4602124467703524e-05, ""neutral"": 5.1188834501463664e-05}","[{""label"": ""gratitude"", ""score"": 0.9993484393738329}, {""label"": ""approval"", ""score"": 9.502620894028851e-05}, {""label"": ""admiration"", ""score"": 5.9092998120040736e-05}, {""label"": ""neutral"", ""score"": 5.1188834501463664e-05}, {""label"": ""optimism"", ""score"": 4.6314816123412215e-05}]",23.32,,0.0,0.319,6.448,1.614,8
-0.005,-0.033,-0.028,16.0,sad,neutral,nan,nan,0,0,0.0,-32.496,,3,0.605,2.27,Speaker_385,Speaker_14,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",3.75,,0.0,1.546,6.335,1.526,1
0.003,-0.017,-0.017,139.5,sad,neutral,nan,nan,0,0,0.0,-33.883,,1,0.93,0.4,Speaker_587,Speaker_3,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.43,,0.0,0.0,0.0,0.0,1
-0.001,0.009,-0.037,137.8,disgust,optimism,111.87,11.48,0,0,0.0,-34.419,,13,0.81,22.21,Speaker_913,Speaker_32,"{""admiration"": 0.0029566375279104586, ""amusement"": 0.0030614318024302597, ""anger"": 0.0006212455086699982, ""annoyance"": 0.0022202503438798456, ""approval"": 0.25797038231304004, ""caring"": 0.008607732716682888, ""confusion"": 0.0013352358408747706, ""curiosity"": 0.0037607984499497963, ""desire"": 0.03350438042630958, ""disappointment"": 0.0007917338197655159, ""disapproval"": 0.0013817580791553139, ""disgust"": 0.00044228827429100136, ""embarrassment"": 0.00015362732774169935, ""excitement"": 0.012026832885890713, ""fear"": 0.0007562692321756442, ""gratitude"": 0.0019075957057033532, ""grief"": 0.00022612557766965477, ""joy"": 0.00434412324066895, ""love"": 0.0013455342890747284, ""nervousness"": 0.00037308376293082465, ""optimism"": 0.5199949531911111, ""pride"": 0.0007575709882518786, ""realization"": 0.008496422909693522, ""relief"": 0.001329871655891697, ""remorse"": 0.00027794407259572194, ""sadness"": 0.00044268385353863547, ""surprise"": 0.0010934724264846348, ""neutral"": 0.12982001377761773}","[{""label"": ""optimism"", ""score"": 0.5199949531911111}, {""label"": ""approval"", ""score"": 0.25797038231304004}, {""label"": ""neutral"", ""score"": 0.12982001377761773}, {""label"": ""desire"", ""score"": 0.03350438042630958}, {""label"": ""excitement"", ""score"": 0.012026832885890713}]",27.425,,0.0,-0.365,6.548,1.734,63
-0.006,0.005,-0.04,120.1,sad,neutral,122.0,11.01,0,0,0.0,-35.188,,9,0.967,27.07,Speaker_678,Speaker_37,"{""admiration"": 0.001293931605497887, ""amusement"": 0.0005656810172147169, ""anger"": 0.0002883434316958585, ""annoyance"": 0.0018772566450782006, ""approval"": 0.4174894637081601, ""caring"": 0.0012382193077208087, ""confusion"": 0.0008233056181911194, ""curiosity"": 0.0004910217768068302, ""desire"": 0.0008868737381998589, ""disappointment"": 0.0005229188178795871, ""disapproval"": 0.0023716913698313504, ""disgust"": 0.0001677248052508517, ""embarrassment"": 6.430974380694652e-05, ""excitement"": 0.000638673655896659, ""fear"": 0.0001287768956789037, ""gratitude"": 0.0006194166992677932, ""grief"": 6.376031442665851e-05, ""joy"": 0.000984151252988362, ""love"": 0.00044097803201526155, ""nervousness"": 7.886792344849763e-05, ""optimism"": 0.009343027017644022, ""pride"": 0.00019593145156509553, ""realization"": 0.007666785637514289, ""relief"": 0.0005269520266526626, ""remorse"": 8.11257549306887e-05, ""sadness"": 0.0002218247071855174, ""surprise"": 0.00018350688098297836, ""neutral"": 0.5507454801644687}","[{""label"": ""neutral"", ""score"": 0.5507454801644687}, {""label"": ""approval"", ""score"": 0.4174894637081601}, {""label"": ""optimism"", ""score"": 0.009343027017644022}, {""label"": ""realization"", ""score"": 0.007666785637514289}, {""label"": ""disapproval"", ""score"": 0.0023716913698313504}]",27.985,,0.0,-0.224,6.799,1.674,56
0.006,0.01,-0.025,62.9,disgust,neutral,315.51,177.82,0,0,0.0,-33.045,,3,0.842,12.05,Speaker_830,Speaker_33,"{""admiration"": 0.0001729496035236093, ""amusement"": 0.0003004504063172064, ""anger"": 0.00038086635120602015, ""annoyance"": 0.0013743957109737508, ""approval"": 0.014034017973101132, ""caring"": 0.0006724486172115097, ""confusion"": 0.00017451681559174572, ""curiosity"": 0.0002800184999818215, ""desire"": 0.0005456652383456661, ""disappointment"": 0.00014386610391346215, ""disapproval"": 0.00034551096197323506, ""disgust"": 0.00010578279099489877, ""embarrassment"": 3.039098365458187e-05, ""excitement"": 0.0009031792304281489, ""fear"": 0.00010694626020030378, ""gratitude"": 8.003170159126743e-05, ""grief"": 2.201025243696329e-05, ""joy"": 0.00040192087574738184, ""love"": 0.00019699751504768126, ""nervousness"": 4.478219572503305e-05, ""optimism"": 0.0010729922706840809, ""pride"": 4.633682402526364e-05, ""realization"": 0.0007215662756830091, ""relief"": 7.769138997119985e-05, ""remorse"": 2.715105268254131e-05, ""sadness"": 8.999888250774978e-05, ""surprise"": 7.56717661628981e-05, ""neutral"": 0.9775718434503179}","[{""label"": ""neutral"", ""score"": 0.9775718434503179}, {""label"": ""approval"", ""score"": 0.014034017973101132}, {""label"": ""annoyance"", ""score"": 0.0013743957109737508}, {""label"": ""optimism"", ""score"": 0.0010729922706840809}, {""label"": ""excitement"", ""score"": 0.0009031792304281489}]",14.305,,0.387,2.387,4.08,1.329,15
0.007,-0.001,-0.034,10.6,disgust,neutral,323.82,5.6,0,0,0.0,-34.669,,2,0.847,4.79,Speaker_585,Speaker_15,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",5.655,,4.738,6.738,3.498,1.155,1
-0.004,0.007,-0.032,199.3,happy,optimism,nan,nan,0,0,0.0,-34.345,,15,0.848,16.08,Speaker_695,Speaker_15,"{""admiration"": 0.0029566375279104586, ""amusement"": 0.0030614318024302597, ""anger"": 0.0006212455086699982, ""annoyance"": 0.0022202503438798456, ""approval"": 0.25797038231304004, ""caring"": 0.008607732716682888, ""confusion"": 0.0013352358408747706, ""curiosity"": 0.0037607984499497963, ""desire"": 0.03350438042630958, ""disappointment"": 0.0007917338197655159, ""disapproval"": 0.0013817580791553139, ""disgust"": 0.00044228827429100136, ""embarrassment"": 0.00015362732774169935, ""excitement"": 0.012026832885890713, ""fear"": 0.0007562692321756442, ""gratitude"": 0.0019075957057033532, ""grief"": 0.00022612557766965477, ""joy"": 0.00434412324066895, ""love"": 0.0013455342890747284, ""nervousness"": 0.00037308376293082465, ""optimism"": 0.5199949531911111, ""pride"": 0.0007575709882518786, ""realization"": 0.008496422909693522, ""relief"": 0.001329871655891697, ""remorse"": 0.00027794407259572194, ""sadness"": 0.00044268385353863547, ""surprise"": 0.0010934724264846348, ""neutral"": 0.12982001377761773}","[{""label"": ""optimism"", ""score"": 0.5199949531911111}, {""label"": ""approval"", ""score"": 0.25797038231304004}, {""label"": ""neutral"", ""score"": 0.12982001377761773}, {""label"": ""desire"", ""score"": 0.03350438042630958}, {""label"": ""excitement"", ""score"": 0.012026832885890713}]",18.97,,0.0,-0.488,7.377,1.704,63
-0.006,0.002,-0.03,40.0,disgust,neutral,nan,nan,0,0,0.0,-35.37,,1,1.007,1.51,Speaker_684,Speaker_24,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",1.5,,0.965,2.965,6.777,1.541,1
-0.007,-0.003,-0.04,8.9,happy,neutral,nan,nan,0,0,0.0,-32.071,,7,0.606,4.09,Speaker_296,Speaker_23,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",6.75,,0.481,2.481,6.987,1.718,1
-0.013,-0.055,-0.047,80.0,happy,neutral,nan,nan,0,0,0.0,-31.111,,1,0.36,0.27,Speaker_869,Speaker_2,"{""admiration"": 0.00010810756091941946, ""amusement"": 0.00012637439097393558, ""anger"": 0.00016335122966229689, ""annoyance"": 0.0002765091782928297, ""approval"": 0.0003087202210768726, ""caring"": 5.193150367192875e-05, ""confusion"": 9.292571507274773e-05, ""curiosity"": 6.239534574198395e-05, ""desire"": 4.32717534864754e-05, ""disappointment"": 0.00010930201850397967, ""disapproval"": 0.00010678001151786554, ""disgust"": 8.702108627996121e-05, ""embarrassment"": 3.0451696219884767e-05, ""excitement"": 8.320486105420264e-05, ""fear"": 8.466850724325206e-05, ""gratitude"": 3.1796356854798355e-05, ""grief"": 2.168531869433253e-05, ""joy"": 8.761681986294805e-05, ""love"": 4.477578124037915e-05, ""nervousness"": 1.868480653559941e-05, ""optimism"": 6.112487622804843e-05, ""pride"": 1.3338472885807318e-05, ""realization"": 0.00015313160874811873, ""relief"": 1.2189968430657689e-05, ""remorse"": 1.4671818497109364e-05, ""sadness"": 0.00010532343028367621, ""surprise"": 3.8814305390618424e-05, ""neutral"": 0.9976618313566302}","[{""label"": ""neutral"", ""score"": 0.9976618313566302}, {""label"": ""approval"", ""score"": 0.0003087202210768726}, {""label"": ""annoyance"", ""score"": 0.0002765091782928297}, {""label"": ""anger"", ""score"": 0.00016335122966229689}, {""label"": ""realization"", ""score"": 0.00015313160874811873}]",0.75,,1.471,3.471,5.754,1.78,1
