start,end,speaker_id
2803.0,2803.75,Speaker_69
2803.75,2805.25,Speaker_178
2805.25,2812.0,Speaker_475
2812.0,2813.5,Speaker_175
2813.5,2814.25,Speaker_221
2814.25,2816.5,Speaker_133
2816.5,2819.5,Speaker_72
2819.5,2820.25,Speaker_38
2820.25,2823.25,Speaker_131
2823.25,2824.0,Speaker_329
2824.0,2829.0,Speaker_91
2829.0,2844.045,Speaker_228
2856.0,2884.71,Speaker_166
2884.71,2885.42,Speaker_158
2887.25,2888.75,Speaker_103
2888.75,2889.5,Speaker_66
2889.5,2890.25,Speaker_165
2890.25,2895.5,Speaker_116
2899.95,2901.45,Speaker_113
2901.45,2902.95,Speaker_140
2902.95,2904.23,Speaker_85
2904.74,2906.99,Speaker_126
2906.99,2907.74,Speaker_161
2907.74,2912.87,Speaker_34
2912.87,2913.5,Speaker_89
2913.5,2914.37,Speaker_110
2915.0,2915.75,Speaker_94
2915.75,2917.25,Speaker_164
2917.25,2918.75,Speaker_125
2918.75,2919.5,Speaker_483
2919.5,2928.5,Speaker_237
2928.5,2930.0,Speaker_102
2930.0,2930.75,Speaker_45
2930.75,2933.0,Speaker_167
2933.0,2933.75,Speaker_241
2933.75,2936.75,Speaker_99
2936.75,2937.5,Speaker_80
2937.5,2939.0,Speaker_244
2939.0,2939.75,Speaker_118
2939.75,2940.625,Speaker_117
2940.625,2941.375,Speaker_238
2941.375,2941.75,Speaker_122
2941.75,2942.5,Speaker_53
2943.0,2943.75,Speaker_114
2943.75,2944.5,Speaker_83
2944.5,2946.0,Speaker_96
2946.0,2947.5,Speaker_55
2947.5,2948.25,Speaker_44
2948.25,2949.75,Speaker_63
2949.75,2952.75,Speaker_22
2952.75,2954.25,Speaker_26
2954.25,2955.26,Speaker_65
2955.79,2958.04,Speaker_47
2958.04,2959.54,Speaker_142
2959.54,2960.29,Speaker_119
2960.29,2961.79,Speaker_51
2961.79,2963.29,Speaker_112
2963.29,2964.79,Speaker_197
2964.79,2968.92,Speaker_148
2968.92,2969.84,Speaker_59
2970.63,2972.13,Speaker_50
2972.13,2974.38,Speaker_120
2974.38,2975.13,Speaker_70
2975.13,2977.38,Speaker_168
2977.38,2978.13,Speaker_61
2978.13,2979.63,Speaker_74
2979.63,2983.38,Speaker_98
2983.38,2984.88,Speaker_56
2984.88,2985.63,Speaker_86
2985.63,2987.13,Speaker_79
2987.13,2990.13,Speaker_67
2990.13,2990.88,Speaker_46
2990.88,2991.63,Speaker_84
2991.63,2993.13,Speaker_33
2993.13,2994.63,Speaker_39
2994.63,2996.065,Speaker_58
2996.065,2999.2650000000003,Speaker_35
3002.72,3008.38,Speaker_23
3009.15,3010.65,Speaker_57
3010.65,3012.9,Speaker_32
3012.9,3013.65,Speaker_71
3013.65,3014.4,Speaker_37
3014.4,3015.9,Speaker_108
3015.9,3018.9,Speaker_36
3018.9,3019.15,Speaker_82
3020.82,3024.9,Speaker_42
3024.9,3045.4,Speaker_18
3045.4,3046.9,Speaker_109
3046.9,3047.65,Speaker_29
3047.65,3048.4,Speaker_54
3048.4,3052.0950000000003,Speaker_49
3052.0950000000003,3058.1075,Speaker_25
